time	count	humidity	Temperature
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
940	37	52	36.8
